city,county_name,state,crime_report_year,strata_level_name_code,criminals_population,all_population,crime_rate,2000_price_avg,2001_price_avg,2002_price_avg,2003_price_avg,2004_price_avg,2005_price_avg,2006_price_avg,2007_price_avg,2008_price_avg,2009_price_avg,2010_price_avg,2011_price_avg,2012_price_avg,2013_price_avg,price_avg_this_year
San Francisco,San Francisco,CA,2003,5,5764,772065,7.465692655,0,0,0,233076,0,0,0,0,0,0,0,0,0,0,233076
San Francisco,San Francisco,CA,2004,5,5782,760353,7.60436271,0,0,0,0,442982,0,0,0,0,0,0,0,0,0,442982
San Francisco,San Francisco,CA,2005,5,6014,749172,8.027529059,0,0,0,0,0,1601764,0,0,0,0,0,0,0,0,1601764
San Francisco,San Francisco,CA,2006,5,6605,746085,8.852878693,0,0,0,0,0,0,1835020,0,0,0,0,0,0,0,1835020
San Francisco,San Francisco,CA,2007,5,6466,733799,8.811677312,0,0,0,0,0,0,0,1552038,0,0,0,0,0,0,1552038
San Francisco,San Francisco,CA,2008,5,6808,798144,8.529789111,0,0,0,0,0,0,0,0,978488,0,0,0,0,0,978488
San Francisco,San Francisco,CA,2009,5,6030,809755,7.44669684,0,0,0,0,0,0,0,0,0,944223,0,0,0,0,944223
San Francisco,San Francisco,CA,2010,5,5808,805235,7.212801232,0,0,0,0,0,0,0,0,0,0,367865,0,0,0,367865
San Francisco,San Francisco,CA,2011,5,5465,814701,6.707982438,0,0,0,0,0,0,0,0,0,0,0,670265,0,0,670265
San Francisco,San Francisco,CA,2012,5,5874,820363,7.160244916,0,0,0,0,0,0,0,0,0,0,0,0,633729,0,633729
San Francisco,San Francisco,CA,2013,5,7164,833863,8.591339345,0,0,0,0,0,0,0,0,0,0,0,0,0,376512,376512
Stockton,San Joaquin,CA,2000,5,4596,563598,8.154748597,388850,0,0,0,0,0,0,0,0,0,0,0,0,0,388850
Stockton,San Joaquin,CA,2001,5,5174,574072,9.012806756,0,310598,0,0,0,0,0,0,0,0,0,0,0,0,310598
Stockton,San Joaquin,CA,2002,5,5475,584304,9.370122402,0,0,362421,0,0,0,0,0,0,0,0,0,0,0,362421
Stockton,San Joaquin,CA,2003,5,5381,620747,8.668588008,0,0,0,322181,0,0,0,0,0,0,0,0,0,0,322181
Stockton,San Joaquin,CA,2004,5,5431,640059,8.485155275,0,0,0,0,375303,0,0,0,0,0,0,0,0,0,375303
Stockton,San Joaquin,CA,2005,5,5949,654183,9.093785684,0,0,0,0,0,1474665,0,0,0,0,0,0,0,0,1474665
Stockton,San Joaquin,CA,2006,5,6079,670097,9.071820945,0,0,0,0,0,0,1821841,0,0,0,0,0,0,0,1821841
Stockton,San Joaquin,CA,2007,5,6054,684406,8.845626719,0,0,0,0,0,0,0,2944407,0,0,0,0,0,0,2944407
Stockton,San Joaquin,CA,2008,5,6156,681786,9.029226179,0,0,0,0,0,0,0,0,1000364,0,0,0,0,0,1000364
Stockton,San Joaquin,CA,2009,5,5531,682784,8.100658481,0,0,0,0,0,0,0,0,0,440166,0,0,0,0,440166
Stockton,San Joaquin,CA,2010,5,5524,685306,8.060632768,0,0,0,0,0,0,0,0,0,0,820421,0,0,0,820421
Stockton,San Joaquin,CA,2011,5,5694,693362,8.212160459,0,0,0,0,0,0,0,0,0,0,0,727789,0,0,727789
Stockton,San Joaquin,CA,2012,5,6249,702670,8.893221569,0,0,0,0,0,0,0,0,0,0,0,0,730097,0,730097
Stockton,San Joaquin,CA,2013,5,4980,708679,7.027158982,0,0,0,0,0,0,0,0,0,0,0,0,0,784248,784248
San Luis Obispo,San Luis Obispo,CA,2001,5,743,251265,2.957037391,0,191292,0,0,0,0,0,0,0,0,0,0,0,0,191292
San Luis Obispo,San Luis Obispo,CA,2002,5,699,255744,2.733201952,0,0,225956,0,0,0,0,0,0,0,0,0,0,0,225956
San Luis Obispo,San Luis Obispo,CA,2003,5,638,256067,2.491535418,0,0,0,708498,0,0,0,0,0,0,0,0,0,0,708498
San Luis Obispo,San Luis Obispo,CA,2004,5,777,256038,3.034705786,0,0,0,0,537734,0,0,0,0,0,0,0,0,0,537734
San Luis Obispo,San Luis Obispo,CA,2005,5,760,256256,2.965784216,0,0,0,0,0,537456,0,0,0,0,0,0,0,0,537456
San Luis Obispo,San Luis Obispo,CA,2006,5,736,257779,2.855158876,0,0,0,0,0,0,736413,0,0,0,0,0,0,0,736413
San Luis Obispo,San Luis Obispo,CA,2007,5,894,256373,3.487106677,0,0,0,0,0,0,0,1524565,0,0,0,0,0,0,1524565
San Luis Obispo,San Luis Obispo,CA,2008,5,780,263017,2.965587776,0,0,0,0,0,0,0,0,754909,0,0,0,0,0,754909
San Luis Obispo,San Luis Obispo,CA,2009,5,694,266382,2.605281138,0,0,0,0,0,0,0,0,0,823607,0,0,0,0,823607
San Luis Obispo,San Luis Obispo,CA,2010,5,717,269637,2.659130609,0,0,0,0,0,0,0,0,0,0,686354,0,0,0,686354
San Luis Obispo,San Luis Obispo,CA,2011,5,680,272807,2.492604662,0,0,0,0,0,0,0,0,0,0,0,650980,0,0,650980
San Luis Obispo,San Luis Obispo,CA,2012,5,906,274491,3.300654666,0,0,0,0,0,0,0,0,0,0,0,0,2219546,0,2219546
San Luis Obispo,San Luis Obispo,CA,2013,5,1069,276816,3.861770996,0,0,0,0,0,0,0,0,0,0,0,0,0,2765545,2765545
Daly,San Mateo,CA,2001,5,2218,720303,3.0792597,0,121907,0,0,0,0,0,0,0,0,0,0,0,0,121907
Daly,San Mateo,CA,2002,5,2083,733141,2.841199715,0,0,98869,0,0,0,0,0,0,0,0,0,0,0,98869
Daly,San Mateo,CA,2003,5,2101,710580,2.956739565,0,0,0,242637,0,0,0,0,0,0,0,0,0,0,242637
Daly,San Mateo,CA,2004,5,2168,705502,3.072989162,0,0,0,0,297598,0,0,0,0,0,0,0,0,0,297598
Daly,San Mateo,CA,2005,5,2451,703859,3.482231526,0,0,0,0,0,582433,0,0,0,0,0,0,0,0,582433
Daly,San Mateo,CA,2006,5,2194,705911,3.108040532,0,0,0,0,0,0,573161,0,0,0,0,0,0,0,573161
Daly,San Mateo,CA,2007,5,2129,699640,3.04299354,0,0,0,0,0,0,0,1005941,0,0,0,0,0,0,1005941
Daly,San Mateo,CA,2008,5,2167,703318,3.081109825,0,0,0,0,0,0,0,0,892006,0,0,0,0,0,892006
Daly,San Mateo,CA,2009,5,2072,710707,2.915406771,0,0,0,0,0,0,0,0,0,592930,0,0,0,0,592930
Daly,San Mateo,CA,2010,5,1795,718451,2.498430651,0,0,0,0,0,0,0,0,0,0,533948,0,0,0,533948
Daly,San Mateo,CA,2011,5,1573,726897,2.163992973,0,0,0,0,0,0,0,0,0,0,0,2080832,0,0,2080832
Daly,San Mateo,CA,2012,5,1759,733952,2.396614493,0,0,0,0,0,0,0,0,0,0,0,0,350033,0,350033
Daly,San Mateo,CA,2013,5,1776,746844,2.378006652,0,0,0,0,0,0,0,0,0,0,0,0,0,800553,800553
Santa Maria,Santa Barbara,CA,2001,5,1398,406769,3.436840074,0,164860,0,0,0,0,0,0,0,0,0,0,0,0,164860
Santa Maria,Santa Barbara,CA,2002,5,1332,414019,3.217243653,0,0,241604,0,0,0,0,0,0,0,0,0,0,0,241604
Santa Maria,Santa Barbara,CA,2003,5,1114,407313,2.73499741,0,0,0,451560,0,0,0,0,0,0,0,0,0,0,451560
Santa Maria,Santa Barbara,CA,2004,5,1804,407785,4.423899849,0,0,0,0,197699,0,0,0,0,0,0,0,0,0,197699
Santa Maria,Santa Barbara,CA,2005,5,1668,404519,4.123415711,0,0,0,0,0,377064,0,0,0,0,0,0,0,0,377064
Santa Maria,Santa Barbara,CA,2006,5,1752,404371,4.332654913,0,0,0,0,0,0,458528,0,0,0,0,0,0,0,458528
Santa Maria,Santa Barbara,CA,2007,5,1644,397342,4.137493645,0,0,0,0,0,0,0,516558,0,0,0,0,0,0,516558
Santa Maria,Santa Barbara,CA,2008,5,1653,402753,4.104252482,0,0,0,0,0,0,0,0,604455,0,0,0,0,0,604455
Santa Maria,Santa Barbara,CA,2009,5,1897,404613,4.688430673,0,0,0,0,0,0,0,0,0,656020,0,0,0,0,656020
Santa Maria,Santa Barbara,CA,2010,5,1841,423895,4.343056653,0,0,0,0,0,0,0,0,0,0,521785,0,0,0,521785
Santa Maria,Santa Barbara,CA,2011,5,1657,428878,3.863569593,0,0,0,0,0,0,0,0,0,0,0,1493342,0,0,1493342
Santa Maria,Santa Barbara,CA,2012,5,1643,430836,3.813516048,0,0,0,0,0,0,0,0,0,0,0,0,1267005,0,1267005
Santa Maria,Santa Barbara,CA,2013,5,1416,434144,3.261590624,0,0,0,0,0,0,0,0,0,0,0,0,0,311660,311660
San Jose,Santa Clara,CA,2003,5,5327,1701167,3.131379812,0,0,0,272522,0,0,0,0,0,0,0,0,0,0,272522
San Jose,Santa Clara,CA,2004,5,5090,1697783,2.998027428,0,0,0,0,479432,0,0,0,0,0,0,0,0,0,479432
San Jose,Santa Clara,CA,2005,5,5350,1696378,3.153778226,0,0,0,0,0,243010,0,0,0,0,0,0,0,0,243010
San Jose,Santa Clara,CA,2006,5,5439,1714353,3.172625474,0,0,0,0,0,0,278122,0,0,0,0,0,0,0,278122
San Jose,Santa Clara,CA,2007,5,5580,1724407,3.235895006,0,0,0,0,0,0,0,581617,0,0,0,0,0,0,581617
San Jose,Santa Clara,CA,2008,5,5452,1748342,3.118383017,0,0,0,0,0,0,0,0,311547,0,0,0,0,0,311547
San Jose,Santa Clara,CA,2009,5,5013,1767336,2.836472521,0,0,0,0,0,0,0,0,0,259758,0,0,0,0,259758
San Jose,Santa Clara,CA,2010,5,4677,1781642,2.625106503,0,0,0,0,0,0,0,0,0,0,151861,0,0,0,151861
San Jose,Santa Clara,CA,2011,5,4564,1802587,2.531916629,0,0,0,0,0,0,0,0,0,0,0,417074,0,0,417074
San Jose,Santa Clara,CA,2012,5,4942,1826156,2.706231012,0,0,0,0,0,0,0,0,0,0,0,0,317344,0,317344
San Jose,Santa Clara,CA,2013,5,4538,1857348,2.443268574,0,0,0,0,0,0,0,0,0,0,0,0,0,589109,589109
Santa Cruz,Santa Cruz,CA,2005,5,1155,252297,4.577937907,0,0,0,0,0,584892,0,0,0,0,0,0,0,0,584892
Santa Cruz,Santa Cruz,CA,2006,5,1083,251914,4.299086196,0,0,0,0,0,0,536675,0,0,0,0,0,0,0,536675
Santa Cruz,Santa Cruz,CA,2007,5,1239,246931,5.017596009,0,0,0,0,0,0,0,345208,0,0,0,0,0,0,345208
Santa Cruz,Santa Cruz,CA,2008,5,1247,250002,4.987960096,0,0,0,0,0,0,0,0,253100,0,0,0,0,0,253100
Santa Cruz,Santa Cruz,CA,2009,5,1215,251964,4.822117445,0,0,0,0,0,0,0,0,0,158986,0,0,0,0,158986
Santa Cruz,Santa Cruz,CA,2010,5,1313,262382,5.004154248,0,0,0,0,0,0,0,0,0,0,593178,0,0,0,593178
Santa Cruz,Santa Cruz,CA,2011,5,1169,265467,4.403560518,0,0,0,0,0,0,0,0,0,0,0,479732,0,0,479732
Santa Cruz,Santa Cruz,CA,2012,5,1041,266749,3.902545089,0,0,0,0,0,0,0,0,0,0,0,0,484485,0,484485
Santa Cruz,Santa Cruz,CA,2013,5,1002,268260,3.735182286,0,0,0,0,0,0,0,0,0,0,0,0,0,365393,365393
Redding,Shasta,CA,2005,5,851,178997,4.754269625,0,0,0,0,0,459056,0,0,0,0,0,0,0,0,459056
Redding,Shasta,CA,2006,5,648,181524,3.569775897,0,0,0,0,0,0,472046,0,0,0,0,0,0,0,472046
Redding,Shasta,CA,2007,5,851,180982,4.702125073,0,0,0,0,0,0,0,262943,0,0,0,0,0,0,262943
Redding,Shasta,CA,2008,5,1174,180598,6.500625699,0,0,0,0,0,0,0,0,290900,0,0,0,0,0,290900
Redding,Shasta,CA,2009,5,1280,181512,7.051875358,0,0,0,0,0,0,0,0,0,141797,0,0,0,0,141797
Redding,Shasta,CA,2010,5,1457,177223,8.221280534,0,0,0,0,0,0,0,0,0,0,149512,0,0,0,149512
Redding,Shasta,CA,2011,5,1302,179306,7.261329794,0,0,0,0,0,0,0,0,0,0,0,164894,0,0,164894
Redding,Shasta,CA,2012,5,1298,179423,7.234301065,0,0,0,0,0,0,0,0,0,0,0,0,249505,0,249505
Redding,Shasta,CA,2013,5,1150,179250,6.415620642,0,0,0,0,0,0,0,0,0,0,0,0,0,387652,387652
Loyalton,Sierra,CA,2004,5,13,3542,3.670242801,0,0,0,0,493229,0,0,0,0,0,0,0,0,0,493229
Loyalton,Sierra,CA,2005,5,7,3513,1.992598918,0,0,0,0,0,204662,0,0,0,0,0,0,0,0,204662
Loyalton,Sierra,CA,2006,5,10,3465,2.886002886,0,0,0,0,0,0,210483,0,0,0,0,0,0,0,210483
Loyalton,Sierra,CA,2007,5,15,3412,4.396248535,0,0,0,0,0,0,0,763850,0,0,0,0,0,0,763850
Loyalton,Sierra,CA,2008,5,8,3283,2.436795614,0,0,0,0,0,0,0,0,522916,0,0,0,0,0,522916
Loyalton,Sierra,CA,2009,5,13,3220,4.037267081,0,0,0,0,0,0,0,0,0,415277,0,0,0,0,415277
Loyalton,Sierra,CA,2010,5,19,3240,5.864197531,0,0,0,0,0,0,0,0,0,0,417632,0,0,0,417632
Loyalton,Sierra,CA,2011,5,5,3278,1.525320317,0,0,0,0,0,0,0,0,0,0,0,172120,0,0,172120
Loyalton,Sierra,CA,2012,5,17,3142,5.410566518,0,0,0,0,0,0,0,0,0,0,0,0,201838,0,201838
Loyalton,Sierra,CA,2013,5,7,3045,2.298850575,0,0,0,0,0,0,0,0,0,0,0,0,0,104127,104127
Yreka,Siskiyou,CA,2000,5,140,44301,3.160199544,204824,0,0,0,0,0,0,0,0,0,0,0,0,0,204824
Yreka,Siskiyou,CA,2001,5,112,45124,2.482049464,0,259974,0,0,0,0,0,0,0,0,0,0,0,0,259974
Yreka,Siskiyou,CA,2002,5,94,45928,2.046681763,0,0,302828,0,0,0,0,0,0,0,0,0,0,0,302828
Yreka,Siskiyou,CA,2003,5,99,44566,2.221424404,0,0,0,87900,0,0,0,0,0,0,0,0,0,0,87900
Yreka,Siskiyou,CA,2004,5,139,45141,3.079240602,0,0,0,0,148269,0,0,0,0,0,0,0,0,0,148269
Yreka,Siskiyou,CA,2005,5,137,45189,3.031711257,0,0,0,0,0,326064,0,0,0,0,0,0,0,0,326064
Yreka,Siskiyou,CA,2006,5,153,45667,3.350340508,0,0,0,0,0,0,361000,0,0,0,0,0,0,0,361000
Yreka,Siskiyou,CA,2007,5,157,44864,3.49946505,0,0,0,0,0,0,0,565992,0,0,0,0,0,0,565992
Yreka,Siskiyou,CA,2008,5,152,44086,3.44780656,0,0,0,0,0,0,0,0,296875,0,0,0,0,0,296875
Yreka,Siskiyou,CA,2009,5,183,44422,4.119580388,0,0,0,0,0,0,0,0,0,178834,0,0,0,0,178834
Yreka,Siskiyou,CA,2010,5,138,44900,3.073496659,0,0,0,0,0,0,0,0,0,0,219368,0,0,0,219368
Yreka,Siskiyou,CA,2011,5,155,42991,3.605405783,0,0,0,0,0,0,0,0,0,0,0,242228,0,0,242228
Yreka,Siskiyou,CA,2012,5,104,42460,2.449364107,0,0,0,0,0,0,0,0,0,0,0,0,190153,0,190153
Yreka,Siskiyou,CA,2013,5,116,43947,2.639543086,0,0,0,0,0,0,0,0,0,0,0,0,0,214829,214829
Vallejo,Solano,CA,2007,5,2482,410623,6.044473885,0,0,0,0,0,0,0,294757,0,0,0,0,0,0,294757
Vallejo,Solano,CA,2008,5,2354,408066,5.768674675,0,0,0,0,0,0,0,0,186814,0,0,0,0,0,186814
Vallejo,Solano,CA,2009,5,2064,407294,5.067592452,0,0,0,0,0,0,0,0,0,178441,0,0,0,0,178441
Vallejo,Solano,CA,2010,5,1881,413344,4.550689014,0,0,0,0,0,0,0,0,0,0,189749,0,0,0,189749
Vallejo,Solano,CA,2011,5,1802,418203,4.308912179,0,0,0,0,0,0,0,0,0,0,0,303071,0,0,303071
Vallejo,Solano,CA,2012,5,1846,420333,4.39175606,0,0,0,0,0,0,0,0,0,0,0,0,187900,0,187900
Vallejo,Solano,CA,2013,5,2001,423574,4.724085992,0,0,0,0,0,0,0,0,0,0,0,0,0,241660,241660
Santa Rosa,Sonoma,CA,2007,5,1974,464218,4.252312491,0,0,0,0,0,0,0,521411,0,0,0,0,0,0,521411
Santa Rosa,Sonoma,CA,2008,5,2031,462650,4.389927591,0,0,0,0,0,0,0,0,238112,0,0,0,0,0,238112
Santa Rosa,Sonoma,CA,2009,5,1917,465831,4.115226337,0,0,0,0,0,0,0,0,0,155652,0,0,0,0,155652
Santa Rosa,Sonoma,CA,2010,5,1876,483878,3.877010321,0,0,0,0,0,0,0,0,0,0,145535,0,0,0,145535
Santa Rosa,Sonoma,CA,2011,5,1702,489566,3.476548617,0,0,0,0,0,0,0,0,0,0,0,129485,0,0,129485
Santa Rosa,Sonoma,CA,2012,5,1792,492642,3.63752989,0,0,0,0,0,0,0,0,0,0,0,0,138478,0,138478
Santa Rosa,Sonoma,CA,2013,5,1782,494862,3.601003916,0,0,0,0,0,0,0,0,0,0,0,0,0,270172,270172
Modesto,Stanislaus,CA,2007,5,3207,517721,6.194456087,0,0,0,0,0,0,0,338180,0,0,0,0,0,0,338180
Modesto,Stanislaus,CA,2008,5,2829,516995,5.472006499,0,0,0,0,0,0,0,0,358111,0,0,0,0,0,358111
Modesto,Stanislaus,CA,2009,5,2721,516191,5.271304614,0,0,0,0,0,0,0,0,0,436687,0,0,0,0,436687
Modesto,Stanislaus,CA,2010,5,2672,514453,5.193866106,0,0,0,0,0,0,0,0,0,0,436565,0,0,0,436565
Modesto,Stanislaus,CA,2011,5,2484,520501,4.772325125,0,0,0,0,0,0,0,0,0,0,0,476437,0,0,476437
Modesto,Stanislaus,CA,2012,5,2875,523330,5.493665565,0,0,0,0,0,0,0,0,0,0,0,0,151526,0,151526
Modesto,Stanislaus,CA,2013,5,2716,524583,5.177445704,0,0,0,0,0,0,0,0,0,0,0,0,0,184113,184113
Yuba,Sutter,CA,2008,5,340,93336,3.642753064,0,0,0,0,0,0,0,0,205927,0,0,0,0,0,205927
Yuba,Sutter,CA,2009,5,316,93466,3.380908566,0,0,0,0,0,0,0,0,0,224887,0,0,0,0,224887
Yuba,Sutter,CA,2010,5,359,94737,3.789438129,0,0,0,0,0,0,0,0,0,0,505583,0,0,0,505583
Yuba,Sutter,CA,2011,5,343,95851,3.578470751,0,0,0,0,0,0,0,0,0,0,0,258262,0,0,258262
Yuba,Sutter,CA,2012,5,318,95799,3.319450099,0,0,0,0,0,0,0,0,0,0,0,0,390665,0,390665
Yuba,Sutter,CA,2013,5,244,95198,2.563079056,0,0,0,0,0,0,0,0,0,0,0,0,0,427341,427341
Red Bluff,Tehama,CA,2010,5,369,63463,5.814411547,0,0,0,0,0,0,0,0,0,0,153020,0,0,0,153020
Red Bluff,Tehama,CA,2011,5,348,64209,5.419800962,0,0,0,0,0,0,0,0,0,0,0,203193,0,0,203193
Red Bluff,Tehama,CA,2012,5,354,64191,5.514791793,0,0,0,0,0,0,0,0,0,0,0,0,267766,0,267766
Red Bluff,Tehama,CA,2013,5,351,63405,5.535841022,0,0,0,0,0,0,0,0,0,0,0,0,0,260027,260027
Weaverville,Trinity,CA,2000,5,23,13022,1.766241745,273682,0,0,0,0,0,0,0,0,0,0,0,0,0,273682
Weaverville,Trinity,CA,2001,5,25,13264,1.884800965,0,339391,0,0,0,0,0,0,0,0,0,0,0,0,339391
Weaverville,Trinity,CA,2002,5,29,13500,2.148148148,0,0,466679,0,0,0,0,0,0,0,0,0,0,0,466679
Weaverville,Trinity,CA,2003,5,53,13312,3.981370192,0,0,0,214082,0,0,0,0,0,0,0,0,0,0,214082
Weaverville,Trinity,CA,2004,5,57,13631,4.18164478,0,0,0,0,403953,0,0,0,0,0,0,0,0,0,403953
Weaverville,Trinity,CA,2005,5,36,13762,2.615898852,0,0,0,0,0,922629,0,0,0,0,0,0,0,0,922629
Weaverville,Trinity,CA,2006,5,23,13745,1.673335758,0,0,0,0,0,0,802693,0,0,0,0,0,0,0,802693
Weaverville,Trinity,CA,2007,5,21,14397,1.458637216,0,0,0,0,0,0,0,755832,0,0,0,0,0,0,755832
Weaverville,Trinity,CA,2008,5,22,14261,1.542668817,0,0,0,0,0,0,0,0,888626,0,0,0,0,0,888626
Weaverville,Trinity,CA,2009,5,22,14421,1.525553013,0,0,0,0,0,0,0,0,0,737325,0,0,0,0,737325
Weaverville,Trinity,CA,2010,5,34,13786,2.466270129,0,0,0,0,0,0,0,0,0,0,597108,0,0,0,597108
Weaverville,Trinity,CA,2011,5,34,13948,2.437625466,0,0,0,0,0,0,0,0,0,0,0,738464,0,0,738464
Weaverville,Trinity,CA,2012,5,21,13850,1.516245487,0,0,0,0,0,0,0,0,0,0,0,0,479844,0,479844
Weaverville,Trinity,CA,2013,5,30,13462,2.228495023,0,0,0,0,0,0,0,0,0,0,0,0,0,686396,686396
Visalia,Tulare,CA,2011,5,1905,447377,4.258153638,0,0,0,0,0,0,0,0,0,0,0,124556,0,0,124556
Visalia,Tulare,CA,2012,5,2100,453419,4.631477728,0,0,0,0,0,0,0,0,0,0,0,0,188589,0,188589
Visalia,Tulare,CA,2013,5,2097,455552,4.603206659,0,0,0,0,0,0,0,0,0,0,0,0,0,394778,394778
